 Australia, AUS , High-technology exports (current US$) , TX.VAL.TECH.CD ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 414725495 , 519795441 , 675284627 , 885009286 , 978796278 , 1160642748 , 1700360879 , 1811951850 , 1917702397 , 1937328232 , 1568134784 , 1617003942 , 2758523559 , 2676687071 , 2957074170 , 2744814896 , 3100450495 , 3284430694 , 3371725564 , 3302057949 , 3793610041 , 3249473216 , 3916557449 , 4859392142 , 4760970576 , 4565211317 , 4691411621 , 4237456601 , 4572080828 ,NaN,
 Netherlands, NLD , High-technology exports (current US$) , TX.VAL.TECH.CD ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 9000158840 , 10064732596 , 12853367042 , 13928337514 , 16179939830 , 18141527315 , 19710513412 , 26801118676 , 29829699293 , 35843006967 , 35678639752 , 39909411871 , 44879171597 , 38962325108 , 34098720150 , 50241414283 , 60073008423 , 65910375885 , 69510358120 , 67416482908 , 58127846370 , 50765250646 , 59509788717 , 67147867601 , 64139180548 , 69039551874 , 70308349003 , 59127953689 , 53045468208 ,NaN,
