  260,20180506,   25,  172,  140,    0,    0
  260,20180507,   25,  180,  142,    0,    0
  260,20180508,   24,  191,  142,    0,    0
  260,20180509,   22,  179,  133,    0,    2
  260,20180510,   30,  121,   59,   17,    5
  260,20180511,   21,  123,  126,    0,    4
  260,20180512,   28,  170,   68,    0,    8
  260,20180513,   28,  131,    0,   24,    8
  260,20180514,   36,  187,  102,    0,    4
  260,20180515,   35,  192,  143,    0,    0
  260,20180516,   46,  153,   47,    1,    7
  260,20180517,   44,  114,  117,    0,    6
  260,20180518,   33,  109,   48,    0,    8
  260,20180519,   18,  110,    1,    0,    7
  260,20180520,   20,  154,  127,    0,    1
  260,20180521,   35,  192,  115,    0,    5
  260,20180522,   23,  183,   35,    8,    8
  260,20180523,   29,  188,   29,   15,    7
  260,20180524,   31,  183,   31,    6,    7
  260,20180525,   26,  206,  105,    0,    7
  260,20180526,   31,  230,  119,    0,    6
  260,20180527,   30,  203,   31,   19,    6
  260,20180528,   25,  225,  116,    5,    6
  260,20180529,   26,  221,   80,  148,    7
  260,20180530,   20,  215,   86,    1,    6
  260,20180531,   22,  202,   77,   37,    5
  260,20180601,   25,  176,   12,   47,    8
  260,20180602,   27,  170,    1,   12,    8
  260,20180603,   23,  193,   46,   -1,    6
  260,20180604,   29,  182,   49,    0,    6
  260,20180605,   29,  167,   79,    0,    4
  260,20180606,   23,  198,  142,    0,    1
  260,20180607,   20,  224,  148,    0,    5
  260,20180608,   23,  185,    0,   50,    8
  260,20180609,   30,  198,   87,    0,    6
  260,20180610,   33,  182,   98,    0,    5
  260,20180611,   38,  169,  128,    0,    6
  260,20180612,   32,  148,    6,   -1,    8
  260,20180613,   30,  147,   55,    0,    8
  260,20180614,   35,  157,   32,    9,    8
  260,20180615,   20,  188,   83,    0,    7
  260,20180616,   30,  175,   32,    0,    7
  260,20180617,   38,  156,    4,   -1,    7
  260,20180618,   43,  167,   21,   -1,    6
  260,20180619,   26,  177,    1,   -1,    7
  260,20180620,   34,  191,   76,    0,    3
  260,20180621,   50,  144,   81,   -1,    6
  260,20180622,   44,  133,   15,   -1,    7
  260,20180623,   25,  151,   49,   -1,    8
  260,20180624,   29,  147,    7,   -1,    8
  260,20180625,   29,  165,   96,   -1,    4
  260,20180626,   29,  160,  125,    0,    6
  260,20180627,   34,  179,  125,    0,    3
  260,20180628,   36,  212,  145,    0,    1
  260,20180629,   38,  195,  153,    0,    0
  260,20180630,   41,  213,  153,    0,    0
  260,20180701,   58,  213,  153,    0,    0
  260,20180702,   46,  206,  153,    0,    0
  260,20180703,   37,  196,  153,    0,    2
  260,20180704,   28,  192,  119,   -1,    5
  260,20180705,   25,  189,  134,    0,    4
  260,20180706,   25,  195,   64,    0,    7
  260,20180707,   22,  183,  119,    0,    6
  260,20180708,   28,  186,  148,    0,    1
  260,20180709,   29,  175,   22,   -1,    6
  260,20180710,   38,  161,   42,    1,    5
  260,20180711,   31,  178,   79,    0,    3
  260,20180712,   33,  190,  114,    0,    3
  260,20180713,   25,  185,  111,    0,    2
  260,20180714,   26,  188,  148,    0,    0
  260,20180715,   20,  208,  140,    0,    1
  260,20180716,   20,  226,  137,   -1,    4
  260,20180717,   29,  200,  127,   -1,    3
  260,20180718,   20,  191,   98,    0,    5
  260,20180719,   24,  196,   98,    0,    5
  260,20180720,   24,  191,  124,    0,    6
  260,20180721,   24,  211,  141,    0,    2
  260,20180722,   23,  206,  108,    0,    3
  260,20180723,   15,  225,  147,    0,    1
  260,20180724,   19,  246,  101,    0,    4
  260,20180725,   25,  244,   76,   -1,    4
  260,20180726,   24,  277,  118,   -1,    3
  260,20180727,   40,  297,  132,    0,    6
  260,20180728,   35,  203,   71,   52,    5
  260,20180729,   35,  213,   44,   -1,    8
  260,20180730,   30,  240,   93,    0,    8
  260,20180731,   30,  206,   92,    0,    5
  260,20180801,   18,  204,  103,    0,    5
  260,20180802,   22,  226,  133,    0,    3
  260,20180803,   23,  239,  138,    0,    0
  260,20180804,   28,  224,   98,    0,    6
  260,20180805,   25,  205,  124,    0,    4
  260,20180806,   19,  231,  140,    0,    3
  260,20180807,   18,  259,  109,   13,    3
  260,20180808,   39,  196,   42,   32,    5
  260,20180809,   34,  172,   31,   85,    7
  260,20180810,   49,  165,   79,   66,    5
  260,20180811,   31,  156,  109,    1,    5
  260,20180812,   25,  198,   29,   -1,    8
  260,20180813,   25,  187,   26,  106,    8
  260,20180814,   31,  188,   62,    6,    7
  260,20180815,   33,  197,   15,    0,    7
  260,20180816,   34,  184,   79,   13,    5
  260,20180817,   18,  174,   89,   46,    6
  260,20180818,   29,  178,   48,    0,    6
  260,20180819,   40,  194,    2,    0,    8
  260,20180820,   22,  196,   36,    0,    8
  260,20180821,   13,  200,   58,    0,    5
  260,20180822,   19,  195,  102,    0,    4
  260,20180823,   33,  183,    7,   22,    7
  260,20180824,   37,  155,   84,   56,    7
  260,20180825,   27,  127,   67,  166,    6
  260,20180826,   41,  145,   61,   13,    7
  260,20180827,   40,  171,    9,    2,    8
  260,20180828,   19,  167,   43,    0,    7
  260,20180829,   19,  147,   20,   66,    7
  260,20180830,   25,  150,   94,    0,    5
  260,20180831,   10,  124,   21,    0,    6
  260,20180901,   15,  135,  104,    0,    2
  260,20180902,   25,  159,  101,    0,    2
  260,20180903,   24,  186,   16,   -1,    8
  260,20180904,   17,  206,   36,   -1,    7
  260,20180905,   27,  190,   33,   44,    7
  260,20180906,   16,  166,   10,   57,    8
  260,20180907,   37,  146,   85,   54,    6
  260,20180908,   33,  148,   40,   -1,    8
  260,20180909,   31,  183,   55,   -1,    8
  260,20180910,   32,  174,    9,    0,    8
  260,20180911,   48,  188,   20,    0,    8
  260,20180912,   24,  153,    2,   11,    8
  260,20180913,   13,  130,  116,    0,    2
  260,20180914,   30,  135,   81,    0,    4
  260,20180915,   25,  147,   61,    2,    8
  260,20180916,   24,  146,   51,    0,    6
  260,20180917,   23,  153,  104,    0,    8
  260,20180918,   44,  189,  114,    0,    2
  260,20180919,   45,  191,   82,    0,    6
  260,20180920,   42,  197,   74,    0,    7
  260,20180921,   61,  154,   51,   83,    6
  260,20180922,   35,  121,   16,   62,    8
  260,20180923,   20,   95,    4,   97,    6
  260,20180924,   25,   99,   91,    5,    3
  260,20180925,   15,   94,  102,    0,    5
  260,20180926,   28,  119,   93,    0,    4
  260,20180927,   21,  132,  108,    0,    1
  260,20180928,   31,  114,   73,    0,    5
  260,20180929,    9,   75,  103,    0,    7
  260,20180930,   18,   99,   83,   -1,    5
  260,20181001,   29,   95,   74,   35,    7
  260,20181002,   37,  117,   34,   39,    7
  260,20181003,   26,  126,   72,   -1,    6
  260,20181004,   33,  147,    8,    0,    6
  260,20181005,   19,  128,  103,    0,    5
  260,20181006,   26,  139,   90,   -1,    7
  260,20181007,   26,  101,   84,    0,    6
  260,20181008,   20,   95,   77,    0,    8
  260,20181009,   20,  109,   86,    0,    7
  260,20181010,   30,  151,  100,    0,    1
  260,20181011,   35,  176,   61,   -1,    4
  260,20181012,   40,  187,   90,    1,    7
  260,20181013,   33,  200,   95,    0,    8
  260,20181014,   34,  174,   81,    0,    6
  260,20181015,   21,  161,   61,    0,    6
  260,20181016,   16,  153,   74,    0,    6
  260,20181017,   14,  132,   54,    0,    8
  260,20181018,   26,  122,   75,   -1,    7
  260,20181019,   19,   92,   87,    0,    5
  260,20181020,   10,   86,   38,    0,    7
  260,20181021,   19,  122,   34,    0,    8
  260,20181022,   29,  108,   67,    2,    5
  260,20181023,   46,  128,    1,   -1,    8
  260,20181024,   37,  140,   30,    5,    8
  260,20181025,   28,  121,    1,    3,    8
  260,20181026,   39,   95,    0,   73,    8
  260,20181027,   25,   71,   71,   11,    5
  260,20181028,   40,   40,   85,    0,    3
  260,20181029,   43,   44,    0,   -1,    8
  260,20181030,   45,   57,    0,  192,    8
  260,20181031,   37,   85,   63,    5,    7
  260,20181101,   34,  104,    9,   38,    8
